"lb_nom_abg","cd_poul","GS1","GS2","id","nom","prenom","numero_licence","ordre","libelle","distance_km","indemnite","couple","lb_catc","presence"
"DFU18-2-P2","D2A","PDL0049008 - CLUB 8 - 2","PDL0049016 - CLUB 16 - ","ID 447","NOM 278","Prénom 47","LIC 447",1,"Arbitre","","","NON","U18","P"
"DMU17-2-P2","D2A","PDL0049009 - CLUB 9 - ","PDL0049010 - CLUB 10 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU11-4","D4H","PDL0049011 - CLUB 11 - 2","PDL0049013 - CLUB 13 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU11-4-P2","D4F","PDL0049013 - CLUB 13 - 2","PDL0049011 - CLUB 11 - 3","ID 1118","NOM 664","Prénom 529","LIC 1118",1,"Arbitre","","","NON","U11","P"
"DMU20","D1A","PDL0049014 - CLUB 14 - 1","PDL0049045 - CLUB 45 - 1","ID ","NOM 9","Prénom 9","LIC 9",1,"Arbitre","","","NON","U20","A"
"DMU20","D1A","PDL0049014 - CLUB 14 - 1","PDL0049045 - CLUB 45 - 1","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U20","A"
"DM3","DM 3C","PDL0049015 - CLUB 15 - 3","PDL0049017 - CLUB 17 - 1","ID 180","NOM 162","Prénom 151","LIC 180",2,"Arbitre","","","NON","Seniors","P"
"DMU9-4-P2-P2","D4D","PDL0049015 - CLUB 15 - 3","PDL0049059 - CLUB 59 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU9-4","D4A","PDL0049019 - CLUB 19 - 2","PDL0049021 - CLUB 21 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-3","D3E","PDL0049073 - CLUB 73 - ","PDL0049095 - CLUB 95 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-2-P2-P2","D2A","PDL0049020 - CLUB 20 - 1","PDL0049008 - CLUB 8 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-2-P2","D2A","PDL0049021 - CLUB 21 - ","PDL0049016 - CLUB 16 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU18-3","D3A","PDL0049021 - CLUB 21 - ","PDL0049055 - CLUB 55 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DMU17-P2-P2","D1C","PDL0049022 - CLUB 22 - 1","PDL0049038 - CLUB 38 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU13-2","D2C","PDL0049022 - CLUB 22 - 2","PDL0049072 - CLUB 72 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-P2","D1C","PDL0049023 - CLUB 23 - 3","PDL0049038 - CLUB 38 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU15-3","D3F","PDL0049023 - CLUB 23 - 5","PDL0049011 - CLUB 11 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU9-3","D3F","PDL0049025 - CLUB 25 - 3","PDL0049068 - CLUB 68 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM4","DM 4C","PDL0049095 - CLUB 95 - ","PDL0049049 - CLUB 49 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU9-4-P2","D4C","PDL0049095 - CLUB 95 - ","PDL0049064 - CLUB 64 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-4-P2","D4C","PDL0049026 - CLUB 26 - 2","PDL0049001 - CLUB 1 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DF3","DF 3A","PDL0049027 - CLUB 27 - ","PDL0049036 - CLUB 36 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU15-2","D2A","PDL0049027 - CLUB 27 - 1","PDL0049066 - CLUB 66 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU17-2","D2C","PDL0049028 - CLUB 28 - ","PDL0049049 - CLUB 49 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU9-2-P2-P2","D2A","PDL0049028 - CLUB 28 - ","PDL0049057 - CLUB 57 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU18-3-P2","D3A","PDL0049028 - CLUB 28 - ","PDL0049065 - CLUB 65 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DMU15-2-P2","D2A","PDL0049028 - CLUB 28 - ","PDL0049067 - CLUB 67 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU11-3-P2-P2","D3E","PDL0049029 - CLUB 29 - ","PDL0049048 - CLUB 48 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMVE","A","PDL0049091 - CLUB 91 - ","PDL0049043 - CLUB 43 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DFVE","A","PDL0049030 - CLUB 30 - ","PDL0049005 - CLUB 5 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DFU18","D1A","PDL0049030 - CLUB 30 - ","PDL0049022 - CLUB 22 - ","ID 145","NOM 133","Prénom 124","LIC 145",1,"Arbitre","(51,00Km)","62.76","NON","U18","P"
"DFU18","D1A","PDL0049030 - CLUB 30 - ","PDL0049022 - CLUB 22 - ","ID 420","NOM 336","Prénom 294","LIC 420",2,"Arbitre","(32,00Km)","48.32","NON","U18","P"
"DMU17","D1A","PDL0049030 - CLUB 30 - 2","PDL0049008 - CLUB 8 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17","A"
"DMU17","D1A","PDL0049030 - CLUB 30 - 2","PDL0049008 - CLUB 8 - 1","ID 175","NOM 158","Prénom 146","LIC 175",3,"Arbitre","(47,00Km)","59.72","NON","U17","A"
"DMU17","D1A","PDL0049030 - CLUB 30 - 2","PDL0049008 - CLUB 8 - 1","ID 346","NOM 281","Prénom 254","LIC 346",2,"Arbitre","(16,00Km)","36.16","NON","U17","P"
"DMU17","D1A","PDL0049030 - CLUB 30 - 2","PDL0049008 - CLUB 8 - 1","ID 345","NOM 131","Prénom 457","LIC 345",1,"Arbitre","(13,00Km)","33.88","NON","U17","P"
"DFU9-2-P2","D2A","PDL0049031 - CLUB 31 - ","PDL0049060 - CLUB 60 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU13-3-P2","D3C","PDL0049032 - CLUB 32 - 1","PDL0049017 - CLUB 17 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-P3","D1A","PDL0049032 - CLUB 32 - 1","PDL0049030 - CLUB 30 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU11-3","D3G","PDL0049032 - CLUB 32 - 1","PDL0049049 - CLUB 49 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049001 - CLUB 1 - 1","ID 1380","NOM 299","Prénom 594","LIC 1378",1,"Marqueur","","","NON","Seniors","P"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049001 - CLUB 1 - 1","ID 1381","NOM 121","Prénom 490","LIC 1379",1,"Chronometreur","","","NON","Seniors","P"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049001 - CLUB 1 - 1","ID 1382","NOM 208","Prénom 140","LIC 1380",1,"Délégué de club","","","NON","Seniors","P"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049001 - CLUB 1 - 1","ID 343","NOM 280","Prénom 253","LIC 343",3,"Arbitre","(63,00Km)","77.88","NON","Seniors","A"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049001 - CLUB 1 - 1","ID 189","NOM 51","Prénom 10","LIC 189",1,"Arbitre","(24,00Km)","48.24","NON","Seniors","P"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049001 - CLUB 1 - 1","ID 12","NOM 12","Prénom 12","LIC 12",2,"Arbitre","(26,00Km)","49.76","NON","Seniors","P"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049001 - CLUB 1 - 1","ID 476","NOM 377","Prénom 45","LIC 476",1,"Aide marqueur","","","NON","Seniors","P"
"DFU11-3-P2-P2","D3F","PDL0049032 - CLUB 32 - 2","PDL0049090 - CLUB 90 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU11-2-P2","D2C","PDL0049075 - CLUB 75 - ","PDL0049095 - CLUB 95 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU11-2","D2E","PDL0049034 - CLUB 34 - 1","PDL0049011 - CLUB 11 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-3-P2-P2","D3F","PDL0049034 - CLUB 34 - 2","PDL0049028 - CLUB 28 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-P2","D1A","PDL0049036 - CLUB 36 - 1","PDL0049029 - CLUB 29 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU15-3","D3A","PDL0049036 - CLUB 36 - 2","PDL0049051 - CLUB 51 - ","ID 547","NOM 430","Prénom 342","LIC 547",1,"Marqueur","","","NON","U15","P"
"DM2","DM 2A","PDL0049039 - CLUB 39 - 2","PDL0049014 - CLUB 14 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU15-4","D4A","PDL0049040 - CLUB 40 - ","PDL0049041 - CLUB 41 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU11-P2","D1A","PDL0049041 - CLUB 41 - 1","PDL0049066 - CLUB 66 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-2","D2A","PDL0049044 - CLUB 44 - ","PDL0049064 - CLUB 64 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU9-2","D2G","PDL0049044 - CLUB 44 - 1","PDL0049084 - CLUB 84 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU9","D1A","PDL0049044 - CLUB 44 - 1","PDL0049054 - CLUB 54 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-3-P2","D3F","PDL0049044 - CLUB 44 - 2","PDL0049084 - CLUB 84 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-4-P2","D4C","PDL0049045 - CLUB 45 - 2","PDL0049015 - CLUB 15 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU13-4","D4C","PDL0049046 - CLUB 46 - 3","PDL0049014 - CLUB 14 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU11-4-P2-P2","D4C","PDL0049089 - CLUB 89 - ","PDL0049071 - CLUB 71 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU11-3","D3E","PDL0049089 - CLUB 89 - ","PDL0049077 - CLUB 77 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-3-P2","D3F","PDL0049049 - CLUB 49 - ","PDL0049011 - CLUB 11 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-2","D2E","PDL0049049 - CLUB 49 - 1","PDL0049038 - CLUB 38 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM4-P2","DM4BC","PDL0049049 - CLUB 49 - 4","PDL0049094 - CLUB 94 - 1","ID 508","NOM 401","Prénom 125","LIC 508",1,"Chronometreur","","","NON","Seniors","P"
"DFU11-2-P2-P2","D2A","PDL0049050 - CLUB 50 - 1","PDL0049057 - CLUB 57 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU18-4","D4A","PDL0049050 - CLUB 50 - 2","PDL0049086 - CLUB 86 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"PRM-P2","PRMPH","PDL0049052 - CLUB 52 - 1","PDL0049018 - CLUB 18 - 1","ID 59","NOM 58","Prénom 57","LIC 59",1,"Arbitre","(34,00Km)","55.84","NON","Seniors","P"
"PRM-P2","PRMPH","PDL0049052 - CLUB 52 - 1","PDL0049018 - CLUB 18 - 1","ID 38","NOM 37","Prénom 37","LIC 38",2,"Arbitre","(18,00Km)","43.68","NON","Seniors","P"
"DM3-P2","DM3BC","PDL0049052 - CLUB 52 - 2","PDL0049013 - CLUB 13 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU17-3","D3C","PDL0049078 - CLUB 78 - ","PDL0049026 - CLUB 26 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DM5-P2","DM5BE","PDL0049084 - CLUB 84 - 2","PDL0049011 - CLUB 11 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU13-4","D4F","PDL0049084 - CLUB 84 - 3","PDL0049043 - CLUB 43 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU9-4-P2","D4F","PDL0049079 - CLUB 79 - 2","PDL0049034 - CLUB 34 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU20-P2","D1C","PDL0049053 - CLUB 53 - ","PDL0049001 - CLUB 1 - 2","ID 112","NOM 9","Prénom 9","LIC 112",1,"Arbitre","","","NON","U20","P"
"DMU20-P2","D1C","PDL0049053 - CLUB 53 - ","PDL0049001 - CLUB 1 - 2","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U20","A"
"DMU20-2","D2A","PDL0049053 - CLUB 53 - ","PDL0049049 - CLUB 49 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"DFU13-3","D3A","PDL0049055 - CLUB 55 - ","PDL0049036 - CLUB 36 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DF2-P2","DF2BA","PDL0049056 - CLUB 56 - 1","PDL0049077 - CLUB 77 - 1","ID 1383","NOM 194","Prénom 163","LIC 1381",1,"Marqueur","","","NON","Seniors","P"
"DF2-P2","DF2BA","PDL0049056 - CLUB 56 - 1","PDL0049077 - CLUB 77 - 1","ID 790","NOM 597","Prénom 99","LIC 790",1,"Délégué de club","","","NON","Seniors","P"
"DF2-P2","DF2BA","PDL0049056 - CLUB 56 - 1","PDL0049077 - CLUB 77 - 1","ID 1384","NOM 935","Prénom 83","LIC 1382",1,"Chronometreur","","","NON","Seniors","P"
"DF2-P2","DF2BA","PDL0049056 - CLUB 56 - 1","PDL0049077 - CLUB 77 - 1","ID 534","NOM 420","Prénom 336","LIC 534",1,"Arbitre","","","NON","Seniors","P"
"DF2-P2","DF2BA","PDL0049056 - CLUB 56 - 1","PDL0049077 - CLUB 77 - 1","ID 1385","NOM 936","Prénom 119","LIC 1383",2,"Arbitre","","","NON","Seniors","P"
"DF2","DF 2A","PDL0049056 - CLUB 56 - 1","PDL0049060 - CLUB 60 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU18-4-P2","D4A","PDL0049057 - CLUB 57 - 2","PDL0049055 - CLUB 55 - 1","ID 1087","NOM 132","Prénom 329","LIC 1087",2,"Arbitre","","","NON","U18","P"
"PRF","PRF A","PDL0049058 - CLUB 58 - 1","PDL0049026 - CLUB 26 - ","ID 202","NOM 175","Prénom 165","LIC 202",1,"Arbitre","(45,00Km)","64.2","NON","Seniors","R"
"PRF","PRF A","PDL0049058 - CLUB 58 - 1","PDL0049026 - CLUB 26 - ","ID 453","NOM 364","Prénom 162","LIC 453",3,"Arbitre","(10,00Km)","37.6","NON","Seniors","R"
"PRF","PRF A","PDL0049058 - CLUB 58 - 1","PDL0049026 - CLUB 26 - ","ID 26","NOM 25","Prénom 26","LIC 26",2,"Arbitre","(45,00Km)","64.2","NON","Seniors","R"
"PRM","PRM A","PDL0049059 - CLUB 59 - ","PDL0049024 - CLUB 24 - 2","ID 64","NOM 63","Prénom 62","LIC 64",1,"Arbitre","(3,00Km)","32.28","NON","Seniors","P"
"PRM","PRM A","PDL0049059 - CLUB 59 - ","PDL0049024 - CLUB 24 - 2","ID 39","NOM 38","Prénom 38","LIC 39",2,"Arbitre","(19,00Km)","44.44","NON","Seniors","P"
"DFU15-2-P2","D2A","PDL0049060 - CLUB 60 - ","PDL0049051 - CLUB 51 - ","ID 389","NOM 316","Prénom 276","LIC 389",2,"Arbitre","","","NON","U15","P"
"DFU15-2-P2","D2A","PDL0049060 - CLUB 60 - ","PDL0049051 - CLUB 51 - ","ID 795","NOM 283","Prénom 138","LIC 795",1,"Arbitre","","","NON","U15","P"
"DFU13-4-P2","D4A","PDL0049060 - CLUB 60 - 2","PDL0049082 - CLUB 82 - ","ID 1346","NOM 471","Prénom 299","LIC 1344",1,"Arbitre","","","NON","U13","P"
"DMU17-4-P2","D4A","PDL0049062 - CLUB 62 - ","PDL0049019 - CLUB 19 - ","ID 640","NOM 323","Prénom 338","LIC 640",1,"Arbitre","","","NON","U17","P"
"DMU17-4-P2","D4A","PDL0049062 - CLUB 62 - ","PDL0049019 - CLUB 19 - ","ID 210","NOM 181","Prénom 173","LIC 210",1,"Officiel de Table de Marque","","","NON","U17","P"
"DMU11-4-P2-P2","D4A","PDL0049081 - CLUB 81 - ","PDL0049005 - CLUB 5 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU9-2-P2-P2","D2A","PDL0049064 - CLUB 64 - 1","PDL0049007 - CLUB 7 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU9-2-P2","D2A","PDL0049064 - CLUB 64 - 1","PDL0049023 - CLUB 23 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-4-P2","D4F","PDL0049064 - CLUB 64 - 2","PDL0049038 - CLUB 38 - 3","ID 410","NOM 329","Prénom 289","LIC 410",1,"Chronometreur","","","NON","U13","P"
"DMU13-4-P2","D4F","PDL0049064 - CLUB 64 - 2","PDL0049038 - CLUB 38 - 3","ID 412","NOM 331","Prénom 290","LIC 412",1,"Marqueur","","","NON","U13","P"
"DFU18-2","D2A","PDL0049065 - CLUB 65 - ","PDL0049001 - CLUB 1 - 2","ID 30","NOM 29","Prénom 29","LIC 30",1,"Arbitre","","","NON","U18","P"
"DF4-P2","DF4BA","PDL0049065 - CLUB 65 - ","PDL0049006 - CLUB 6 - ","ID 1386","NOM 282","Prénom 7","LIC 1384",1,"Chronometreur","","","NON","Seniors","P"
"DF4-P2","DF4BA","PDL0049065 - CLUB 65 - ","PDL0049006 - CLUB 6 - ","ID 731","NOM 556","Prénom 294","LIC 731",2,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4BA","PDL0049065 - CLUB 65 - ","PDL0049006 - CLUB 6 - ","ID 215","NOM 137","Prénom 176","LIC 215",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4BA","PDL0049065 - CLUB 65 - ","PDL0049006 - CLUB 6 - ","ID 739","NOM 563","Prénom 111","LIC 739",1,"Marqueur","","","NON","Seniors","P"
"DF4-P2","DF4BA","PDL0049065 - CLUB 65 - ","PDL0049006 - CLUB 6 - ","ID 1387","NOM 563","Prénom 92","LIC 1385",1,"Délégué de club","","","NON","Seniors","P"
"DFU15-2","D2A","PDL0049065 - CLUB 65 - ","PDL0049029 - CLUB 29 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF4","DF 4A","PDL0049065 - CLUB 65 - ","PDL0049040 - CLUB 40 - 2","ID 220","NOM 189","Prénom 180","LIC 220",1,"Chronometreur","","","NON","Seniors","P"
"DF4","DF 4A","PDL0049065 - CLUB 65 - ","PDL0049040 - CLUB 40 - 2","ID 802","NOM 187","Prénom 434","LIC 802",1,"Aide marqueur","","","NON","Seniors","P"
"DF4","DF 4A","PDL0049065 - CLUB 65 - ","PDL0049040 - CLUB 40 - 2","ID 149","NOM 137","Prénom 128","LIC 149",1,"Marqueur","","","NON","Seniors","P"
"DFU11-2-P2","D2A","PDL0049065 - CLUB 65 - 1","PDL0049021 - CLUB 21 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU11-4","D4A","PDL0049065 - CLUB 65 - 3","PDL0049048 - CLUB 48 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-3-P2","D3C","PDL0049066 - CLUB 66 - 3","PDL0049080 - CLUB 80 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU9-3","D3C","PDL0049067 - CLUB 67 - 2","PDL0049059 - CLUB 59 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU20-3","D3A","PDL0049068 - CLUB 68 - 2","PDL0049004 - CLUB 4 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"DFU15-4-P2","D4C","PDL0049068 - CLUB 68 - 2","PDL0049080 - CLUB 80 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU11-P2","D1A","PDL0049002 - CLUB 2 - 1","PDL0049039 - CLUB 39 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-3-P2","D3C","PDL0049005 - CLUB 5 - 1","PDL0049059 - CLUB 59 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF4","DF 4A","PDL0049083 - CLUB 83 - ","PDL0049056 - CLUB 56 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU11-4","D4A","PDL0049083 - CLUB 83 - ","PDL0049062 - CLUB 62 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU20-3-P2","D3A","PDL0049006 - CLUB 6 - ","PDL0049077 - CLUB 77 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"DMU11-3-P2-P2","D3E","PDL0049006 - CLUB 6 - 2","PDL0049082 - CLUB 82 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU20-3","D3A","PDL0049071 - CLUB 71 - ","PDL0049077 - CLUB 77 - ","ID 263","NOM 223","Prénom 206","LIC 263",1,"Chronometreur","","","NON","U20","P"
"DFU11-4-P2","D4C","PDL0049071 - CLUB 71 - ","PDL0049059 - CLUB 59 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU20-2-P2","D2A","PDL0049071 - CLUB 71 - ","PDL0049069 - CLUB 69 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"DFVE-2","B","PDL0049007 - CLUB 7 - ","PDL0049017 - CLUB 17 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DM2-P2","DM2BA","PDL0049007 - CLUB 7 - 2","PDL0049064 - CLUB 64 - 2","ID 270","NOM 227","Prénom 210","LIC 270",1,"Arbitre","","","NON","Seniors","P"
"DFU15-4-P2","D4C","PDL0049010 - CLUB 10 - ","PDL0049015 - CLUB 15 - ","ID 755","NOM 573","Prénom 422","LIC 755",1,"Arbitre","","","NON","U15","P"
"DFU15-4-P2","D4C","PDL0049010 - CLUB 10 - ","PDL0049015 - CLUB 15 - ","ID 107","NOM 101","Prénom 95","LIC 107",2,"Arbitre","","","NON","U15","P"
"DMU11-3-P2","D3E","PDL0049010 - CLUB 10 - 2","PDL0049014 - CLUB 14 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU17-4","D4A","PDL0049010 - CLUB 10 - 2","PDL0049068 - CLUB 68 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU13-2","D2A","PDL0049011 - CLUB 11 - 1","PDL0049043 - CLUB 43 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU9-4-P2","D4F","PDL0049011 - CLUB 11 - 2","PDL0049022 - CLUB 22 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-3-P2","D3F","PDL0049012 - CLUB 12 - ","PDL0049064 - CLUB 64 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM2","DM 2A","PDL0049013 - CLUB 13 - 1","PDL0049006 - CLUB 6 - 1","ID ","NOM 9","Prénom 9","LIC 9",1,"Arbitre","","","NON","Seniors","A"
"DM2","DM 2A","PDL0049013 - CLUB 13 - 1","PDL0049006 - CLUB 6 - 1","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","Seniors","A"
"DMU11-2-P2","D2C","PDL0049015 - CLUB 15 - 1","PDL0049035 - CLUB 35 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-4","D4C","PDL0049017 - CLUB 17 - ","PDL0049090 - CLUB 90 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DF3-P2","DF3BA","PDL0049019 - CLUB 19 - ","PDL0049038 - CLUB 38 - ","ID 1388","NOM 937","Prénom 26","LIC 1386",1,"Marqueur","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049019 - CLUB 19 - ","PDL0049038 - CLUB 38 - ","ID 1389","NOM 255","Prénom 11","LIC 1387",1,"Arbitre","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049019 - CLUB 19 - ","PDL0049038 - CLUB 38 - ","ID 1390","NOM 404","Prénom 595","LIC 1388",1,"Délégué de club","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049019 - CLUB 19 - ","PDL0049038 - CLUB 38 - ","ID 1391","NOM 938","Prénom 166","LIC 1389",2,"Arbitre","","","NON","Seniors","P"
"DF3-P2","DF3BA","PDL0049019 - CLUB 19 - ","PDL0049038 - CLUB 38 - ","ID 1392","NOM 939","Prénom 212","LIC 1390",1,"Chronometreur","","","NON","Seniors","P"
"DFU11-2-P2","D2A","PDL0049019 - CLUB 19 - ","PDL0049057 - CLUB 57 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU15-2-P2","D2A","PDL0049019 - CLUB 19 - ","PDL0049068 - CLUB 68 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU20-P2-P2","D1C","PDL0049073 - CLUB 73 - ","PDL0049078 - CLUB 78 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"DFU18-2","D2A","PDL0049020 - CLUB 20 - ","PDL0049068 - CLUB 68 - 1","ID 318","NOM 46","Prénom 240","LIC 318",1,"Marqueur","","","NON","U18","P"
